x,experiment,tree_ID,spec,drought_timing,block,rep,treatment,drought_start_doy,dendrometer,dendro_start_doy,dendro_end_doy,species_lat,species_en,genus,family,drought_tolerance,drought_index,wood_anatomy,deciduousness,diameter_1_init,diameter_2_init,diameter_3_init,height_1_init,height_2_init,height_3_init,,,diameter_1GS,height_1_corr,diameter_2GS,notes,height_1GS,height1G2,notes_height,SAM_status,doy_stage_1,doy_stage_2,doy_stage_3,doy_stage_4,shoot_height_date,shoot_height_date,photo_max_date,photo_max_date,biomass_root,biomass_old_shoot,biomass_new_shoot,biomass_adventitious_shoots,number_adventitious_shoots,status,,,,,,,
2,defoliation,Prvi_defol2_B1_R1,Prvi,defol2,1,1,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,5.1,4.6,,49,,,,,7.6,,5.6,,77,,,,,,,129,,,,,25.2,15.3,3.3,1.4,2.0,,,,,,,,
1,defoliation,Prvi_defol2_B1_R2,Prvi,defol2,1,2,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,5.9,,,34,,,,,7.3,,,,55,,,,,,,129,,,,,16.7,8.0,2.4,0.0,0.0,,,,,,,,
2,defoliation,Prvi_defol2_B1_R3,Prvi,defol2,1,3,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,7.4,,,42,,,,,10.4,,,,61,,,,,,,129,,,,,26.5,12.6,4.2,0.0,0.0,,,,,,,,
1,defoliation,Prvi_defol2_B1_R4,Prvi,defol2,1,4,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,6.4,,,40,,,,,7.1,,,,65,,,,,,,129,,,,,16.8,6.2,2.2,0.0,0.0,,,,,,,,
2,defoliation,Prvi_defol2_B1_R5,Prvi,defol2,1,5,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,4.5,,,31,,,,,6.8,,,,67.5,,,,,,,129,,,,,13.1,7.0,2.5,0.0,0.0,,,,,,,,
1,defoliation,Prvi_defol2_B2_R6,Prvi,defol2,2,6,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,5,,,37,,,,,6.8,,,,55,,,,,,129,,,,,,23.8,5.1,1.4,2.4,7.0,,,,,,,,
2,defoliation,Prvi_defol2_B2_R7,Prvi,defol2,2,7,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,6.1,,,38.5,,,,,8.1,,,,68,,,,,,129,135,,,,,18.0,7.9,2.2,1.3,1.0,,,,,,,,
1,defoliation,Prvi_defol2_B2_R8,Prvi,defol2,2,8,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,5.4,,,42,,,,,6.2,,,,59,,,,,,129,135,,,,,8.7,5.7,1.7,0.0,0.0,,,,,,,,
2,defoliation,Prvi_defol2_B2_R9,Prvi,defol2,2,9,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,4.2,,,33,,,,,5.6,,,,49.5,,,,,,129,132,,,,,17.8,3.3,1.2,2.0,2.0,,,,,,,,
1,defoliation,Prvi_defol2_B2_R10,Prvi,defol2,2,10,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,4.6,3.5,,18.5,,,,,6.5,,5.3,,87,,,,,129,,132,,,,,33.8,11.5,1.5,0.0,0.0,,,,,,,,
2,defoliation,Prvi_defol2_B3_R11,Prvi,defol2,3,11,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,6.3,,,51.5,,,,,7.8,,,,56,,,,,,129,,,,,,27.2,7.6,1.7,6.3,12.0,,,,,,,,
1,defoliation,Prvi_defol2_B3_R12,Prvi,defol2,3,12,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,6.8,,,51,,,,,8.4,,,,74,,,,,,,129,,,,,18.5,9.2,3.0,0.0,0.0,,,,,,,,
2,defoliation,Prvi_defol2_B3_R13,Prvi,defol2,3,13,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,7.1,,,26,,,,,9,,,,64,,,,,,,129,,,,,24.7,6.9,5.7,1.3,1.0,,,,,,,,
1,defoliation,Prvi_defol2_B3_R14,Prvi,defol2,3,14,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,5.9,,,37,,,,,8.8,,,,73.5,,,,,,129,135,,,,,15.9,9.5,4.4,0.2,1.0,,,,,,,,
2,defoliation,Prvi_defol2_B3_R15,Prvi,defol2,3,15,defol2,NA,no,NA,NA,Prunus virginiana,Bitter cherry,Prunus,Rosaceae,no,2.88±0.12 ,diffuse-porous,deciduous,6.3,,,47.5,,,,,8.9,,,,74,,,,,,129,135,,,,,21.5,11.7,3.5,2.1,5.0,,,,,,,,
1,control,Sese_Con_B1_R1,Sese,Con,1,1,control,NA,mag_den,April,Dez,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,7,,,20,,,,,17.2,,,,64,,,,,132,,,,,,,15.6,14.4,10.2,0.0,0.0,,,,,,,,
2,control,Sese_Con_B1_R2,Sese,Con,1,2,control,NA,mag_den,April,Dez,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.9,,,22.5,,,,,7.7,,,,27,,,,132,135,,,,,,,8.9,2.6,5.7,0.0,0.0,,,,,,,,
1,control,Sese_Con_B1_R3,Sese,Con,1,3,control,NA,mag_den,April,Dez,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.4,,,22.5,,,,,9.9,,,,62,,,,,132,,,,,,,17.7,7.9,8.3,0.0,0.0,,,,,,,,
2,control,Sese_Con_B1_R4,Sese,Con,1,4,control,NA,mag_den,April,Dez,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.8,,,21,,,,,11.1,,,,53,,,,132,,,,,,,,25.9,11.0,13.8,0.0,0.0,,,,,,,,
1,control,Sese_Con_B1_R5,Sese,Con,1,5,control,NA,swiss_den,April,Dez,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4,,,23,,,,,5.1,,,,31,,,,132,,,,,,,,5.4,3.0,1.9,0.0,0.0,,,,,,,,
2,control,Sese_Con_B2_R6,Sese,Con,2,6,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.4,,,18,,,,,7.1,,,no paint,59.5,,,,132,,,,,,,,7.7,8.1,6.9,0.0,0.0,,,,,,,,
1,control,Sese_Con_B2_R7,Sese,Con,2,7,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.7,,,21,,,,,12.6,,,,56.5,,,,,132,,,,,,,16.3,7.8,9.7,0.0,0.0,,,,,,,,
2,control,Sese_Con_B2_R8,Sese,Con,2,8,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.1,,,26,,,,,8.2,,,,,,,,132,,,,,,,,7.4,3.1,4.6,0.0,0.0,,,,,,,,
1,control,Sese_Con_B2_R9,Sese,Con,2,9,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,7.1,,,32,,,,,10,,,,60,,,,132,,,,,,,,5.3,5.2,4.3,0.0,0.0,,,,,,,,
2,control,Sese_Con_B2_R10,Sese,Con,2,10,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.6,,,28,,,,,6.5,,,,57.5,,"not terminal shoot, highest side",,132,,,,,,,,4.6,5.8,3.1,0.0,0.0,,,,,,,,
1,control,Sese_Con_B3_R11,Sese,Con,3,11,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.5,,,26.5,,,,,12.5,,,,70.5,,,,132,135,,,,,,,20.7,12.2,13.6,0.0,0.0,,,,,,,,
2,control,Sese_Con_B3_R12,Sese,Con,3,12,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.4,,,22,,,,,5.8,,,,50.5,,,,132,,,,,,,,5.8,2.5,5.0,0.0,0.0,,,,,,,,
1,control,Sese_Con_B3_R13,Sese,Con,3,13,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.1,,,21,,,,,5.7,,,,32,,,,132,,,,,,,,6.0,0.5,3.0,0.0,0.0,,,,,,,,
2,control,Sese_Con_B3_R14,Sese,Con,3,14,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.7,,,33.5,,,,,8,,,,37,,,,132,,,,,,,,10.1,4.6,6.7,0.0,0.0,,,,,,,,
1,control,Sese_Con_B3_R15,Sese,Con,3,15,control,NA,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,2.9,,,21,,,,,4.9,,,,27,,,,132,,,,,,,,4.0,1.4,2.9,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B1_R1,Sese,Dro1,1,1,drought_1,doy leaf-out,mag_den,April,Mai,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.2,,,26,,,,,8,,,,44,,,,132,,,,,,,,10.0,3.9,5.0,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B1_R2,Sese,Dro1,1,2,drought_1,doy leaf-out,mag_den,April,Mai,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.3,,,23,,,,,10.3,,,,37,,,,,132,,,,,,,11.2,5.3,3.7,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B1_R3,Sese,Dro1,1,3,drought_1,doy leaf-out,mag_den,April,Mai,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.3,,,29,,,,,7.4,,,,46,,,,132,135,,,,,,,11.1,7.0,6.0,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B1_R4,Sese,Dro1,1,4,drought_1,doy leaf-out,mag_den,April,Mai,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,2.4,,,20,,,,,5.9,,,,26,,,,132,,,,,,,,5.8,1.7,4.8,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B1_R5,Sese,Dro1,1,5,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.9,,,22,,,,,9.2,,,,49.5,,,,,132,,,,,,,15.5,10.2,3.7,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B2_R6,Sese,Dro1,2,6,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.2,,,17.5,,,,,5.3,,,,29,,,,,132,,,,,,,4.9,2.3,3.2,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B2_R7,Sese,Dro1,2,7,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,38,,,,,5.5,,,,41.5,,,,132,135,,,,,,,6.2,4.2,1.3,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B2_R8,Sese,Dro1,2,8,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.5,,,35,,,,,7.1,,,,43.5,,,,132,,,,,,,,8.6,5.9,4.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B2_R9,Sese,Dro1,2,9,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.6,,,22.5,,,,,9.8,,,,36,,,,,132,,,,,,,9.4,5.3,3.3,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B2_R10,Sese,Dro1,2,10,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.3,,,27,,,,,5.4,,,,24,,,,132,,,,,,,,5.3,3.5,3.5,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B3_R11,Sese,Dro1,3,11,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.5,,,18,,,,,9.4,,,,27,,,,132,135,,,,,,,8.2,2.8,8.1,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B3_R12,Sese,Dro1,3,12,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.5,,,27,,,,,9.2,,,,30.5,,,,132,,,,,,,,6.9,2.7,2.9,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B3_R13,Sese,Dro1,3,13,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.7,,,21,,,,,8.3,,,,31.5,,,,132,,,,,,,,7.4,7.1,3.9,0.0,0.0,,,,,,,,
1,drought,Sese_Dro1_B3_R14,Sese,Dro1,3,14,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.1,,,21.5,,,,,8.2,,,,38.5,,,,132,,,,,,,,8.0,8.7,4.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro1_B3_R15,Sese,Dro1,3,15,drought_1,doy leaf-out,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,7.7,,,36,,,,,8.9,,,,47.5,,,,132,,,,,,,,8.8,7.8,3.2,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B1_R1,Sese,Dro2,1,1,drought_2,doy 15_may,mag_den,Mai,Jun,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.5,,,22,,,,,11.2,,,,51,,,,132,135,,,,,,,14.0,4.2,6.6,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B1_R2,Sese,Dro2,1,2,drought_2,doy 15_may,mag_den,Mai,Jun,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,21,,,,,4.3,,dead,,NA,NA,dead,,,132,,,,,,,2.3,1.9,0.9,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B1_R3,Sese,Dro2,1,3,drought_2,doy 15_may,mag_den,Mai,Jun,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.6,,,16,,,,,10.7,,,,37,,,,132,135,,,,,,,8.3,4.9,3.6,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B1_R4,Sese,Dro2,1,4,drought_2,doy 15_may,mag_den,Mai,Jun,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,29,,,,,5.8,,,,30,,,,132,,,,,,,,5.3,3.0,2.2,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B1_R5,Sese,Dro2,1,5,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.4,,,21,,,,,5.2,,,,42,,,,132,135,,,,,,,7.3,2.9,4.0,0.5,1.0,,,,,,,,
2,drought,Sese_Dro2_B2_R6,Sese,Dro2,2,6,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.4,,,26,,,,,7.3,,,,46,,,,132,,,,,,,,4.9,2.2,3.4,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B2_R7,Sese,Dro2,2,7,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.7,,,19.5,,,,,5,,,,27,,,,132,,,,,,,,3.6,1.8,1.5,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B2_R8,Sese,Dro2,2,8,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.3,,,21.5,,,,,5.3,,,,28,,,,,132,,,,,,,2.5,1.0,3.2,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B2_R9,Sese,Dro2,2,9,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,24.5,,,,,4.6,,,,26.5,,,,132,,,,,,,,7.0,3.9,4.2,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B2_R10,Sese,Dro2,2,10,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.1,,,23,,,,,6.5,,,,20.5,,,,132,,,,,,,,3.7,1.7,3.8,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B3_R11,Sese,Dro2,3,11,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,6.9,,,27,,,,,7.5,,,,39,,,,132,,,,,,,,7.6,3.5,4.7,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B3_R12,Sese,Dro2,3,12,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.1,,,38,,,,,8.3,,,,43,,,,132,,,,,,,,7.5,3.9,4.4,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B3_R13,Sese,Dro2,3,13,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.9,,,24,,,,,6.4,,,,50,,,,132,,,,,,,,9.4,4.0,8.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro2_B3_R14,Sese,Dro2,3,14,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.5,,,19.5,,,,,6.1,,,,32.5,,,,132,,,,,,,,4.3,3.1,1.3,0.0,0.0,,,,,,,,
1,drought,Sese_Dro2_B3_R15,Sese,Dro2,3,15,drought_2,doy 15_may,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.9,,,25,,,,,6.1,,,,44.5,,,,132,,,,,,,,4.2,4.3,3.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B1_R1,Sese,Dro3,1,1,drought_3,doy solstice,mag_den,Jun,Jul,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.6,,,33,,,,,5.8,,,,38.5,,,,132,,,,,,,,10.5,4.7,4.0,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B1_R2,Sese,Dro3,1,2,drought_3,doy solstice,mag_den,Jun,Jul,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.1,,,20,,,,,7.4,,,,35,,,,,132,,,,,,,7.1,2.6,2.9,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B1_R3,Sese,Dro3,1,3,drought_3,doy solstice,mag_den,Jun,Jul,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.3,,,25,,,,,,,,,30.5,,,,132,,,,,,,,7.5,4.0,3.5,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B1_R4,Sese,Dro3,1,4,drought_3,doy solstice,mag_den,Jun,Jul,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.6,,,24,,,,,6.1,,,,32,,,,132,,,,,,,,4.2,3.6,3.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B1_R5,Sese,Dro3,1,5,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4,,,46,,,,,5.5,,,,51,,,,,132,,,,,,,3.7,4.6,2.5,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B2_R6,Sese,Dro3,2,6,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.3,,,23,,,,,5.1,,,,26,,,,132,135,,,,,,,2.5,1.1,1.5,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B2_R7,Sese,Dro3,2,7,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.9,,,19.5,,,,,5,,,,26,,,,132,,,,,,,,2.4,0.7,2.3,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B2_R8,Sese,Dro3,2,8,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,24,,,,,5.9,,,,35,,,,132,,,,,,,,6.3,2.6,3.8,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B2_R9,Sese,Dro3,2,9,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4,,,21.5,,,,,6.6,,,,29,,,,132,,,,,,,,6.6,4.9,2.4,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B2_R10,Sese,Dro3,2,10,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,2.7,,,22.5,,,,,4.2,,,,25.5,,,,132,,,,,,,,3.5,2.7,0.8,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B3_R11,Sese,Dro3,3,11,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.5,,,23,,,,,5,,dead,,NA,NA,dead,,,132,,,,,,,2.6,2.2,1.1,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B3_R12,Sese,Dro3,3,12,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.5,,,28,,,,,5.5,,,,28,,,,132,135,,,,,,,5.4,4.4,2.1,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B3_R13,Sese,Dro3,3,13,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5,,,19.5,,,,,7.3,,dead,,NA,NA,dead,,132,,,,,,,,4.0,5.4,1.5,0.0,0.0,,,,,,,,
1,drought,Sese_Dro3_B3_R14,Sese,Dro3,3,14,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.9,,,32.5,,,,,6.9,,dead,,NA,NA,dead,,132,135,,,,,,,5.7,4.4,2.3,0.0,0.0,,,,,,,,
2,drought,Sese_Dro3_B3_R15,Sese,Dro3,3,15,drought_3,doy solstice,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.6,,,15,,,,,4.4,,,,27,,highest side,,132,,,,,,,,1.6,1.6,1.4,0.0,0.0,,,,,,,,
1,drought,Sese_Dro4_B1_R1,Sese,Dro4,1,1,drought_4,doy jul,mag_den,Jul,Aug,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.1,,,29,,,,,5.2,,,,45.5,,,,132,,,,,,,,6.0,5.2,5.4,0.0,0.0,,,,,,,,
2,drought,Sese_Dro4_B1_R2,Sese,Dro4,1,2,drought_4,doy jul,mag_den,Jul,Aug,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,2.9,,,37,,,,,5.6,,,,42.5,,,,132,,,,,,,,6.8,3.4,5.1,0.0,0.0,,,,,,,,
1,drought,Sese_Dro4_B1_R3,Sese,Dro4,1,3,drought_4,doy jul,mag_den,Jul,Aug,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.7,,,29,,,,,7.7,,,,51.5,,,,132,,,,,,,,17.0,6.7,9.9,0.0,0.0,,,,,,,,
2,drought,Sese_Dro4_B1_R4,Sese,Dro4,1,4,drought_4,doy jul,mag_den,Jul,Aug,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4,,,23.5,,,,,4.4,,,,33,,,,132,,,,,,,,16.8,5.7,2.7,0.0,0.0,,,,,,,,
1,drought,Sese_Dro4_B1_R5,Sese,Dro4,1,5,drought_4,doy jul,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.4,,,27,,,,,9.6,,,,62.5,,,,,132,,,,,,,12.3,8.0,15.5,0.0,0.0,,,,,,,,
2,drought,Sese_Dro4_B2_R6,Sese,Dro4,2,6,drought_4,doy jul,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,5.8,,,18.5,,,,,10.9,,,,39.5,,,,132,135,,,,,,,12.3,4.1,7.1,0.0,0.0,,,,,,,,
1,drought,Sese_Dro4_B2_R7,Sese,Dro4,2,7,drought_4,doy jul,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,3.7,,,17,,,,,7.7,,,,31,,,,,132,,,,,,,7.1,4.8,5.9,0.0,0.0,,,,,,,,
2,drought,Sese_Dro4_B2_R8,Sese,Dro4,2,8,drought_4,doy jul,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.7,,,20.5,,,,,4.9,,,,,,,,132,,,,,,,,5.5,4.2,4.9,0.0,0.0,,,,,,,,
1,drought,Sese_Dro4_B2_R9,Sese,Dro4,2,9,drought_4,doy jul,no,NA,NA,Sequoia sempervirens,coast redwood,Sequoioideae,Cupressaceae,no,2,non-porous,evergreen,4.1,,,18,,,,,13,,,,68,,,,132,,,,,,,,11.7,11.3,11.7,0.0,0.0,,,,,,,,
